material_id,formula,band_gap,elements,nelements,nsites,volume,density,formation_energy_per_atom,energy_above_hull,is_stable
mp-1194165,Ba3Ge2(B3O8)2,4.1759,"['B', 'Ba', 'Ge', 'O']",4,27,323.4742678740439,4.50777200728137,-2.892586929814815,0.0,True
mp-754128,Ba3Hf2O7,3.5641,"['Ba', 'Hf', 'O']",3,12,189.9043812278377,7.703156583184214,-3.6430178729166687,0.0,True
mp-14384,Ba3Ho(BO3)3,3.8238,"['B', 'Ba', 'Ho', 'O']",4,96,1408.3058595372631,5.329589593026465,-3.3052863298437494,0.0,True
mp-866313,Ba3In(BO3)3,3.4971999999999994,"['B', 'Ba', 'In', 'O']",4,32,447.56784824506747,5.218137308935466,-2.971885077135417,0.0,True
mp-740719,Ba3In2(HO)12,3.2603,"['Ba', 'H', 'In', 'O']",4,116,1483.570579347264,3.7863418044916575,-1.820916503132184,0.0,True
mp-1200796,Ba3In2(PO4)4,3.7254,"['Ba', 'In', 'O', 'P']",4,50,748.7657292020361,4.530775535651499,-2.92877177267619,0.0,True
mp-581361,Ba3La2C5O15F2,3.9044,"['Ba', 'C', 'F', 'La', 'O']",5,54,751.5876097315398,4.5417386872349175,-2.888649400555556,0.0,True
mp-14386,Ba3Lu(BO3)3,3.8583,"['B', 'Ba', 'Lu', 'O']",4,96,1382.6086332727791,5.500971037883665,-3.3210013442187503,0.0,True
mp-542832,Ba3Lu4O9,3.1749,"['Ba', 'Lu', 'O']",3,16,254.9401319047029,8.179870884481454,-3.648600351354167,0.0,True
mp-6325,Ba3MgTa2O9,3.2733,"['Ba', 'Mg', 'O', 'Ta']",4,15,212.27990794747208,7.370083540737021,-3.413043947644446,0.0,True
mp-1194728,Ba3NaGd3(Si3O10)2,3.3773,"['Ba', 'Gd', 'Na', 'O', 'Si']",5,66,1008.62852249623,4.594001073781423,-3.479348232314525,0.0,True
mp-8960,Ba3NaNbO6,3.0767999999999995,"['Ba', 'Na', 'Nb', 'O']",4,22,379.2644541637558,5.463029246594912,-2.9767851755799373,0.0,True
mp-559502,Ba3NaNd3(Si3O10)2,4.5793,"['Ba', 'Na', 'Nd', 'O', 'Si']",5,66,1037.2960764317916,4.342095631593138,-3.4686795270872506,0.0,True
mp-1195058,Ba3NaSm3(Si3O10)2,4.63,"['Ba', 'Na', 'O', 'Si', 'Sm']",5,66,1018.226315851121,4.483280150218162,-3.4812814080721006,0.0,True
mp-8961,Ba3NaTaO6,3.4044,"['Ba', 'Na', 'O', 'Ta']",4,22,378.309432052933,6.249713345323829,-3.078000449882968,0.0,True
mp-1019523,Ba3NaY3(Si3O10)2,4.7067,"['Ba', 'Na', 'O', 'Si', 'Y']",5,66,995.0519935238168,3.972367025921515,-3.489300113072101,0.0,True
mp-542201,Ba3Nb2O8,4.499700000000001,"['Ba', 'Nb', 'O']",3,13,231.09971741469363,5.215068790881119,-3.2599856230769246,0.0,True
mp-12881,Ba3NbGa3(SiO7)2,3.3008,"['Ba', 'Ga', 'Nb', 'O', 'Si']",5,23,341.85387892708764,4.829371731961282,-3.0256109040217387,0.0,True
mp-14972,Ba3Sc(BO3)3,3.4742,"['B', 'Ba', 'O', 'Sc']",4,96,1339.9007639694678,4.709571986186652,-3.2823068269270834,0.0,True
mp-560519,Ba3ScCO3F7,4.9154,"['Ba', 'C', 'F', 'O', 'Sc']",5,30,483.6124131284476,4.463251245698647,-3.715492950666667,0.0,True
mp-1019526,Ba3Si2(B3O8)2,5.4031,"['B', 'Ba', 'O', 'Si']",4,27,321.079299637276,4.080547314592287,-3.1519017657407407,0.0,True
mp-1228149,Ba3Sr9Al4(O4F)4,4.292520296624943,"['Al', 'Ba', 'F', 'O', 'Sr']",5,36,545.7217829746344,4.991676252547555,-3.420721226388889,0.0,True
mp-540949,Ba3SrNb2O9,3.4290000000000003,"['Ba', 'Nb', 'O', 'Sr']",4,30,515.0437521314634,5.348147531813263,-3.2635678793333343,0.0,True
mp-555078,Ba3SrSb2O9,3.1456,"['Ba', 'O', 'Sb', 'Sr']",4,30,510.1977681212476,5.774584698294209,-2.7240190936666675,0.0,True
mp-540950,Ba3SrTa2O9,4.029299999999999,"['Ba', 'O', 'Sr', 'Ta']",4,30,495.20523849527854,6.74329573659154,-3.404460843644445,0.0,True
mp-554669,Ba3Ta2CdO9,3.4868,"['Ba', 'Cd', 'O', 'Ta']",4,15,225.9567998910936,7.571465482002226,-3.166950008644446,0.0,True
mp-32310,Ba3Ta2NiO9,3.3696,"['Ba', 'Ni', 'O', 'Ta']",4,60,842.1617670355266,7.70219689748549,-3.1572395726444444,0.0,True
mp-1214475,Ba3Ta2ZnO9,3.350141051562576,"['Ba', 'O', 'Ta', 'Zn']",4,15,213.10688841245232,7.661767602376175,-3.216124539311112,0.0,True
mp-6169,Ba3Ta6(Si2O13)2,3.0288000000000004,"['Ba', 'O', 'Si', 'Ta']",4,39,549.0852509605792,6.126996333772594,-3.4314123154871803,0.0,True
mp-1214548,Ba3Tb(BO2)9,5.1728,"['B', 'Ba', 'O', 'Tb']",4,62,805.5620593294334,3.94208835774886,-3.131123218521505,0.0,True
mp-28102,Ba3Te4O11,3.2309,"['Ba', 'O', 'Te']",3,36,673.4653338135897,5.416443911592348,-2.2355064967592586,0.0,True
mp-1214609,Ba3Tm(BO2)9,5.2676,"['B', 'Ba', 'O', 'Tm']",4,62,790.0701051155665,4.061458598269692,-3.13842977717742,0.0,True
mp-14385,Ba3Tm(BO3)3,3.8436,"['B', 'Ba', 'O', 'Tm']",4,96,1349.441123641198,5.591636282036286,-3.315729301302055,0.0,True
mp-14322,Ba3Tm4O9,3.2767,"['Ba', 'O', 'Tm']",3,16,268.81082744102645,7.608721150726319,-3.6254550540625017,0.0,True
mp-2017426,Ba3Tm4O9,3.7874000000000008,"['Ba', 'O', 'Tm']",3,16,262.1122232561564,7.803171492296062,-3.544652072734376,0.0,True
mp-19365,Ba3V2O8,3.7465,"['Ba', 'O', 'V']",3,13,209.52922358122728,5.086795341140321,-3.018909883076909,0.0,True
mp-561403,Ba3V4PbO14,3.0209,"['Ba', 'O', 'Pb', 'V']",4,44,746.9971360414961,4.654589326200131,-2.7342561477272724,0.0,True
mp-1228775,Ba3WO6,3.1514,"['Ba', 'O', 'W']",3,20,365.0028165357364,6.294690173417772,-2.8651739709999995,0.0,True
mp-6310,Ba3Y(BO3)3,3.8153,"['B', 'Ba', 'O', 'Y']",4,96,1418.0188886619,4.758922952981454,-3.292742405572916,0.0,True
mp-1019527,Ba3Y2(B2O5)3,4.525,"['B', 'Ba', 'O', 'Y']",4,104,1503.8748764686488,3.9513946355324383,-3.2901023631730766,0.0,True
mp-1019525,Ba3ZnB5PO14,4.8405000000000005,"['B', 'Ba', 'O', 'P', 'Zn']",5,48,627.2349704703347,4.163878583891173,-3.0172891002281736,0.0,True
mp-755895,Ba3Zr2O7,3.0246000000000004,"['Ba', 'O', 'Zr']",3,12,194.5906578283986,6.028274906642524,-3.5195134820833345,0.0,True
mp-560978,Ba4Al2O7,3.5745,"['Al', 'Ba', 'O']",3,104,1870.5837006844183,5.0796063019705855,-3.1865793357692302,0.0,True
mp-30198,Ba4Ga2O7,3.2427,"['Ba', 'Ga', 'O']",3,78,1396.9574331967092,5.711024383701349,-2.763311765641025,0.0,True
mp-2755143,Ba4Hf3O10,4.157900000000001,"['Ba', 'Hf', 'O']",3,34,524.7900936778899,7.877406844369214,-3.5843777313235337,0.0,True
mp-16792,Ba4LiTa3O12,3.1133,"['Ba', 'Li', 'O', 'Ta']",4,40,576.2795183625504,7.440478955509204,-3.367030845016667,0.0,True
mp-6575,Ba4Na(BO3)3,3.9839,"['B', 'Ba', 'Na', 'O']",4,136,2062.7964516065185,4.821756316723209,-3.0509842580958426,0.0,True
mp-1228581,Ba4Na2W2O11,3.6266,"['Ba', 'Na', 'O', 'W']",4,19,314.19738370817566,6.01942993328451,-2.7136465809346637,0.0,True
mp-558153,Ba4Nb2(OF4)3,3.3527,"['Ba', 'F', 'Nb', 'O']",4,126,2140.6298224523907,4.706009512369138,-3.798915506507937,0.0,True
mp-1193166,Ba4Nb2O9,4.0298,"['Ba', 'Nb', 'O']",3,30,543.4803868214685,5.372062862858053,-3.223448198000008,0.0,True
mp-801028,Ba4Sb2O9,3.5922999999999994,"['Ba', 'O', 'Sb']",3,30,535.5749667104091,5.8091980568179125,-2.6492869596666657,0.0,True
mp-1196006,Ba4Ta2O9,3.9605,"['Ba', 'O', 'Ta']",3,60,1101.213035129457,6.364610829490679,-3.359521691311111,0.0,True
mp-1195127,Ba4Zn4B14Pb2O31,3.6828,"['B', 'Ba', 'O', 'Pb', 'Zn']",5,165,2138.313684757654,4.362770527207419,-2.7504719614545463,0.0,True
mp-556761,Ba5As3ClO12,3.996,"['As', 'Ba', 'Cl', 'O']",4,42,790.2212187075918,4.786248628859983,-2.7115708227380955,0.0,True
mp-3974,Ba5B4O11,3.7594,"['B', 'Ba', 'O']",3,240,3824.230222511436,4.72012329007264,-3.1507998032083333,0.0,True
mp-561125,Ba5P3BrO12,4.963699999999999,"['Ba', 'Br', 'O', 'P']",4,42,744.6858086264335,4.689169333466802,-3.2445963059013603,0.0,True
mp-558349,Ba5P3ClO12,5.0449,"['Ba', 'Cl', 'O', 'P']",4,42,731.1397984015837,4.574135643942852,-3.27387844542517,0.0,True
mp-1228113,Ba5P3O12F,5.064,"['Ba', 'F', 'O', 'P']",4,42,722.2484251609125,4.554784055280565,-3.3843915104251687,0.0,True
mp-504554,Ba5Ta4O15,3.0588,"['Ba', 'O', 'Ta']",3,24,348.602497937457,7.861626890814032,-3.4392174414305714,0.0,True
mp-23094,Ba5V3ClO12,4.0709,"['Ba', 'Cl', 'O', 'V']",4,42,788.0330042394605,4.496354655088692,-3.0162223419047614,0.0,True
mp-1228550,Ba5V3HO13,4.322900000000001,"['Ba', 'H', 'O', 'V']",4,44,760.9362350197908,4.575963436306898,-2.9350938452840905,0.0,True
mp-1214541,Ba6Dy2Al4O15,4.4724,"['Al', 'Ba', 'Dy', 'O']",4,54,856.3220777311118,5.80535380780788,-3.41384142345679,0.0,True
mp-1214605,Ba6Dy2Ga4O15,3.5896000000000003,"['Ba', 'Dy', 'Ga', 'O']",4,54,905.2402000167222,6.118866093997409,-2.997786968271605,0.0,True
mp-555481,Ba6Er2Ga4O15,3.5263,"['Ba', 'Er', 'Ga', 'O']",4,54,901.3585259602949,6.180286121537284,-3.0085503674074072,0.0,True
mp-1214682,Ba6Gd2Al4O15,3.4319,"['Al', 'Ba', 'Gd', 'O']",4,54,891.1586145539401,5.539284739664216,-3.39090210462963,0.0,True
mp-1214608,Ba6Gd2Ga4O15,3.3986,"['Ba', 'Ga', 'Gd', 'O']",4,54,924.441558682542,5.954051064301615,-2.9741229507407407,0.0,True
mp-1214596,Ba6Ho2Ga4O15,3.5531,"['Ba', 'Ga', 'Ho', 'O']",4,54,904.0792543367044,6.1445787030268,-3.001995227962963,0.0,True
mp-1214530,Ba6Lu2Al4O15,3.8538,"['Al', 'Ba', 'Lu', 'O']",4,54,856.5513311140652,5.900475795632298,-3.4363506345679014,0.0,True
mp-1214574,Ba6Lu2Ga4O15,3.4879,"['Ba', 'Ga', 'Lu', 'O']",4,54,883.1868140853124,6.365415832115907,-3.0174229732716054,0.0,True
mp-556637,Ba6Na2Nb2P2O17,3.0106,"['Ba', 'Na', 'Nb', 'O', 'P']",5,29,433.70653416981406,5.320734301199553,-3.1413137405877363,0.0,True
mp-560889,Ba6Na2Si4O15,4.1718,"['Ba', 'Na', 'O', 'Si']",4,54,830.492942997141,4.887782951894468,-3.216130917879948,0.0,True
mp-1214664,Ba6Na2Ta2V2O17,3.0539,"['Ba', 'Na', 'O', 'Ta', 'V']",5,58,949.5349633501636,5.616105683166899,-3.075677158187079,0.0,True
mp-1214658,Ba6Na2V2Sb2O17,3.2162999999999995,"['Ba', 'Na', 'O', 'Sb', 'V']",5,58,951.816883443606,5.189604892885885,-2.723955865439953,0.0,True
mp-1214526,Ba6Nd2Al4O15,4.5763,"['Al', 'Ba', 'Nd', 'O']",4,54,888.2588925461959,5.460097485185227,-3.3602713729629623,0.0,True
mp-1214555,Ba6Nd2Ga4O15,4.3079,"['Ba', 'Ga', 'Nd', 'O']",4,54,919.814997031162,5.890066040465789,-2.9436760922222227,0.0,True
mp-1214591,Ba6Pr2Ga4O15,3.658,"['Ba', 'Ga', 'O', 'Pr']",4,54,947.2039668085234,5.696369517883676,-2.931348404567901,0.0,True
mp-1214532,Ba6Sm2Al4O15,3.9419,"['Al', 'Ba', 'O', 'Sm']",4,54,899.1536577271559,5.439133584622024,-3.380660646111111,0.0,True
mp-1214554,Ba6Sm2Ga4O15,3.6226,"['Ba', 'Ga', 'O', 'Sm']",4,54,928.7012131299266,5.87746383061455,-2.963562090185186,0.0,True
mp-1214513,Ba6Tb2Al4O15,3.9202,"['Al', 'Ba', 'O', 'Tb']",4,54,881.0096609901958,5.615726444105887,-3.408807617530865,0.0,True
mp-1214551,Ba6Tb2Ga4O15,3.5957000000000003,"['Ba', 'Ga', 'O', 'Tb']",4,54,910.931612542034,6.054571064323882,-2.992134606604938,0.0,True
mp-1214515,Ba6Tm2Al4O15,3.8719,"['Al', 'Ba', 'O', 'Tm']",4,54,864.9689630383773,5.79672783331342,-3.4303314287037043,0.0,True
mp-1214558,Ba6Tm2Ga4O15,4.110799999999999,"['Ba', 'Ga', 'O', 'Tm']",4,54,873.8777622961252,6.387369991507845,-3.0143099,0.0,True
mp-1214519,Ba6Y2Al4O15,3.9211,"['Al', 'Ba', 'O', 'Y']",4,54,880.9265107773272,5.088311833679686,-3.404397987962964,0.0,True
mp-1214542,Ba6Y2Ga4O15,3.6041,"['Ba', 'Ga', 'O', 'Y']",4,54,909.0880519768232,5.555259152893005,-2.986573302037037,0.0,True
mp-667379,Ba7Al64O103,4.2537,"['Al', 'Ba', 'O']",3,174,1930.2069864094883,3.730259651434664,-3.4478886202011494,0.0,True
mp-1019529,Ba8Al10B12O41,4.4373,"['Al', 'B', 'Ba', 'O']",4,71,961.963716660688,3.7184683289781706,-3.2479615535915505,0.0,True
mp-10070,BaAg(PO3)3,3.1971,"['Ag', 'Ba', 'O', 'P']",4,56,856.4600931069921,3.7389449913923327,-2.625105598792518,0.0,True
mp-556178,BaAl2(GeO4)2,3.936,"['Al', 'Ba', 'Ge', 'O']",4,52,795.4792473281964,3.879064327298413,-2.9007185509615385,0.0,True
mp-6091,BaAl2(SiO4)2,4.819599999999999,"['Al', 'Ba', 'O', 'Si']",4,52,747.1016000711103,3.338018908820516,-3.454300557692308,0.0,True
mp-9844,BaAl2B2O7,4.648499999999999,"['Al', 'B', 'Ba', 'O']",4,12,183.8687872929756,2.934278470172263,-3.2522795627777774,0.0,True
mp-4202,BaAl2O4,4.0969,"['Al', 'Ba', 'O']",3,56,837.6689258086527,4.048522262135545,-3.4481509325,0.0,True
mp-12885,BaAl2Sb2O7,3.4131,"['Al', 'Ba', 'O', 'Sb']",4,12,214.9552208695364,4.224100808217927,-2.768880493749999,0.0,True
mp-1196877,BaAl4(SbO6)2,3.2619235684337946,"['Al', 'Ba', 'O', 'Sb']",4,38,428.4892020130158,5.276391837932349,-2.9351260676315785,0.0,True
mp-1195235,BaAlB4H3O10,5.3927878081643605,"['Al', 'B', 'Ba', 'H', 'O']",5,76,807.265355025087,3.049042322495663,-2.67428859870614,0.0,True
mp-23810,BaAsHO4,3.774,"['As', 'Ba', 'H', 'O']",4,112,1741.9773265983642,4.228678061052301,-2.2556847329464285,0.0,True
mp-1195214,BaB4(SbO6)2,3.375906560371696,"['B', 'Ba', 'O', 'Sb']",4,38,464.20792174405057,4.407642229736708,-2.611067719824562,0.0,True
mp-27692,BaB4O7,5.1593,"['B', 'Ba', 'O']",3,96,1106.6847826824685,3.5118842096398137,-3.022734623993055,0.0,True
mp-1202880,BaB8H4O15,5.6377,"['B', 'Ba', 'H', 'O']",4,112,1160.9707781761954,2.6765975268263547,-2.6092773605654758,0.0,True
mp-27794,BaB8O13,5.5451,"['B', 'Ba', 'O']",3,88,981.4494233849912,2.922342033144923,-2.944323160719698,0.0,True
mp-9784,BaBAsO5,3.5436,"['As', 'B', 'Ba', 'O']",4,24,345.23408739817245,4.373009584771883,-2.6258268472916675,0.0,True
mp-6040,BaBPO5,5.500299999999999,"['B', 'Ba', 'O', 'P']",4,24,319.60336381780314,4.038695499892544,-3.116867103184523,0.0,True
mp-555070,BaBe2(BO3)2,5.382000000000001,"['B', 'Ba', 'Be', 'O']",4,22,248.94105399470672,3.6416408662390425,-3.120560616212121,0.0,True
mp-1227988,BaBe2(PO4)2,5.123563796118275,"['Ba', 'Be', 'O', 'P']",4,13,169.55551034823927,3.3816319045808854,-3.129981198406593,0.0,True
mp-12797,BaBe2Si2O7,5.5695,"['Ba', 'Be', 'O', 'Si']",4,24,267.49115660765324,4.016690178772791,-3.3066592500000005,0.0,True
mp-550751,BaBeSiO4,4.6114,"['Ba', 'Be', 'O', 'Si']",4,7,99.41018227723558,3.982585134568482,-3.3246150149999987,0.0,True
mp-560550,BaBi2(B2O5)2,3.3498,"['B', 'Ba', 'Bi', 'O']",4,68,817.6434314641759,6.161912037516242,-2.6307713699509803,0.0,True
mp-642792,BaBi2(MoO4)4,3.0264000000000006,"['Ba', 'Bi', 'Mo', 'O']",4,46,693.9551087760082,5.719123888148651,-2.0956442752173925,0.0,True
mp-554084,BaBi6(PO5)4,3.4328000000000003,"['Ba', 'Bi', 'O', 'P']",4,31,452.1647802968485,6.739230558787688,-2.3897895244700478,0.0,True
mp-559186,BaBiBO4,3.5616,"['B', 'Ba', 'Bi', 'O']",4,28,452.4274299086083,6.18246838560227,-2.611097496309524,0.0,True
mp-1206552,BaBiBrO2,3.070130735235419,"['Ba', 'Bi', 'Br', 'O']",4,10,243.08333569232056,6.260206498406088,-2.219206932000001,0.0,True
mp-5504,BaCO3,4.397399999999999,"['Ba', 'C', 'O']",3,20,308.7916524320886,4.244725776355712,-2.6827792610000047,0.0,True
mp-561446,BaCa(GaO2)4,3.0678,"['Ba', 'Ca', 'Ga', 'O']",4,14,202.9543409304535,4.780582772051626,-2.6343517828571428,0.0,True
mp-556122,BaCa(PO3)4,5.5237,"['Ba', 'Ca', 'O', 'P']",4,72,1065.2333071698736,3.0758784615892125,-2.992218033948413,0.0,True
mp-1019542,BaCaB2O5,4.4673,"['B', 'Ba', 'Ca', 'O']",4,72,1024.7571456742523,3.617093123943857,-3.206978065092593,0.0,True
mp-733968,BaCaP2(HO4)2,5.327,"['Ba', 'Ca', 'H', 'O', 'P']",5,56,699.4958474236774,3.507341450778336,-2.805540444056122,0.0,True
mp-540736,BaCd(PO3)4,4.396400000000001,"['Ba', 'Cd', 'O', 'P']",4,72,1050.7698229315338,3.5754502974766327,-2.7172988468650803,0.0,True
mp-6695,BaCdP2O7,3.5870999999999995,"['Ba', 'Cd', 'O', 'P']",4,22,313.12567373739927,4.493655105801201,-2.7924746581168822,0.0,True
mp-19518,BaCr(Si2O5)2,3.2289,"['Ba', 'Cr', 'O', 'Si']",4,64,959.31136854478,3.196471957735005,-3.1685231567187504,0.0,True
mp-1192170,BaCr2(P2O7)2,3.1298000000000004,"['Ba', 'Cr', 'O', 'P']",4,21,290.50661587788767,3.367907224017927,-2.79653768897959,0.0,True
mp-1194284,BaDy2O4,3.718,"['Ba', 'Dy', 'O']",3,28,437.35404390130446,7.993364400498544,-3.678984393333333,0.0,True
mp-1193827,BaEr2O4,3.746,"['Ba', 'Er', 'O']",3,28,425.646775195715,8.361746160839976,-3.7146178107142873,0.0,True
mp-1195744,BaEr2Si3O10,4.8348,"['Ba', 'Er', 'O', 'Si']",4,32,427.4123140120175,5.564203537637748,-3.617456483437501,0.0,True
mp-1195598,BaEr4Si5O17,4.782,"['Ba', 'Er', 'O', 'Si']",4,54,731.2939835712386,5.534934923699908,-3.651867641851852,0.0,True
mp-540585,BaGa2(GeO4)2,3.9269,"['Ba', 'Ga', 'Ge', 'O']",4,52,822.648570883921,4.4411504898511645,-2.456564405961537,0.0,True
mp-6759,BaGa2(SiO4)2,4.0084,"['Ba', 'Ga', 'O', 'Si']",4,52,795.7015834545203,3.847711583901744,-2.9798845178846145,0.0,True
mp-560870,BaGa2B2O7,3.9842,"['B', 'Ba', 'Ga', 'O']",4,24,309.0408144266361,4.410226255646305,-2.76367026986111,0.0,True
mp-769971,BaGa4O7,3.0024,"['Ba', 'Ga', 'O']",3,24,363.52341689578265,4.825666085952437,-2.48627306875,0.0,True
mp-1194652,BaGaB4H3O10,5.676,"['B', 'Ba', 'Ga', 'H', 'O']",5,38,405.6713876128856,3.383627466531389,-2.5225085633114035,0.0,True
mp-10509,BaGaBO3F2,4.9696,"['B', 'Ba', 'F', 'Ga', 'O']",5,16,209.17511509164032,4.824328837894066,-3.163100707083333,0.0,True
mp-1095485,BaGe(PO4)2,4.1615,"['Ba', 'Ge', 'O', 'P']",4,12,164.14270887745738,4.045660786789987,-2.7999735478571424,0.0,True
mp-1019548,BaGe(S2O7)3,3.945,"['Ba', 'Ge', 'O', 'S']",4,116,1672.9678251086857,2.931436466660426,-1.9232037949999996,0.0,True
mp-3848,BaGe4O9,3.0551,"['Ba', 'Ge', 'O']",3,42,562.0394633700381,5.068852641960784,-2.3543098241666667,0.0,True
mp-13863,BaGeO3,3.5515,"['Ba', 'Ge', 'O']",3,20,345.7138411355125,4.956252739141594,-2.6960012115000014,0.0,True
mp-1192417,BaGePbO4,3.4303,"['Ba', 'Ge', 'O', 'Pb']",4,28,492.3428973880291,6.491350813590031,-2.349798765714287,0.0,True
mp-23904,BaH4O3,4.2654,"['Ba', 'H', 'O']",3,16,170.24489277765895,3.693909695870589,-1.7762604731250002,0.0,True
mp-28587,BaH8O5,4.8099,"['Ba', 'H', 'O']",3,56,503.5415447470888,2.973059812135007,-1.56863557875001,0.0,True
mp-1105495,BaHf(BO3)2,4.7103,"['B', 'Ba', 'Hf', 'O']",4,20,267.6148879094279,5.378896676305667,-3.409701174833333,0.0,True
mp-545548,BaHf(PO4)2,4.9304,"['Ba', 'Hf', 'O', 'P']",4,12,184.3926951720889,4.554593555912835,-3.3506028432738084,0.0,True
mp-1194160,BaHf(SiO3)3,4.6887,"['Ba', 'Hf', 'O', 'Si']",4,28,409.1498658401845,4.416212305717645,-3.519879744642858,0.0,True
mp-998552,BaHfO3,3.5394,"['Ba', 'Hf', 'O']",3,5,72.50319461578196,8.332451510149609,-3.786714651,0.0,True
mp-17363,BaHo2O4,3.2256,"['Ba', 'Ho', 'O']",3,28,431.5557737022454,8.175572174939548,-3.6946238200000017,0.0,True
mp-1195686,BaHo4Si5O17,4.7704,"['Ba', 'Ho', 'O', 'Si']",4,54,736.8652931822148,5.451104473738191,-3.642563102962962,0.0,True
mp-1205018,BaIn2(P2O7)2,4.0048,"['Ba', 'In', 'O', 'P']",4,42,586.1095018288697,4.050559716925715,-2.711770589614512,0.0,True
mp-752656,BaLa2O4,3.1354999999999995,"['Ba', 'La', 'O']",3,28,503.6169804751806,6.319272894471368,-3.606246316428572,0.0,True
mp-1197417,BaLa2Sc2O7,3.6184,"['Ba', 'La', 'O', 'Sc']",4,48,722.3815058532247,5.673612948413232,-3.798077128333333,0.0,True
mp-559703,BaLa2Te5O14,3.2332,"['Ba', 'La', 'O', 'Te']",4,44,757.221157911418,5.601331856841529,-2.320939061060606,0.0,True
mp-1203123,BaLa2WO7,3.3342099996378094,"['Ba', 'La', 'O', 'W']",4,44,668.1858719703329,7.067492575171288,-3.2908933645454552,0.0,True
mp-558310,BaLi2SiO4,4.3896,"['Ba', 'Li', 'O', 'Si']",4,48,624.2392205086752,3.883088635927614,-2.9828016685416663,0.0,True
mp-6499,BaLiBO3,4.3861,"['B', 'Ba', 'Li', 'O']",4,24,316.1734926692272,4.266235246478037,-2.958859195833334,0.0,True
mp-1194557,BaLu2Si3O10,4.830500000000001,"['Ba', 'Lu', 'O', 'Si']",4,32,430.97611622202106,5.636987199023842,-3.632689089895833,0.0,True
mp-1019549,BaMg2Si2O7,4.5563,"['Ba', 'Mg', 'O', 'Si']",4,48,633.7752358511707,3.7111149889808215,-3.294698232291668,0.0,True
mp-19084,BaMg2V2O8,3.5516,"['Ba', 'Mg', 'O', 'V']",4,52,684.813139135899,4.033084913773889,-2.8618394488461543,0.0,True
mp-1198065,BaMgBO3F,4.1785,"['B', 'Ba', 'F', 'Mg', 'O']",5,168,2265.186628680612,4.2126204779009,-3.317483937857143,0.0,True
mp-18343,BaMgP2O7,5.322800000000001,"['Ba', 'Mg', 'O', 'P']",4,44,621.9199289042926,3.583972213588546,-3.1129685181168827,0.0,True
mp-1215056,BaMn5(SO4)6,4.3486,"['Ba', 'Mn', 'O', 'S']",4,108,1480.168374437707,3.326509868128076,-2.1579602262404225,0.0,True
mp-16802,BaMo2(P2O7)2,3.9317,"['Ba', 'Mo', 'O', 'P']",4,42,588.4319529469195,3.821479952578268,-2.693897771360544,0.0,True
mp-555338,BaMo2(PO6)2,3.0057,"['Ba', 'Mo', 'O', 'P']",4,34,480.89258475177536,4.027256585534508,-2.510484298193277,0.0,True
mp-19276,BaMoO4,4.0865,"['Ba', 'Mo', 'O']",3,12,202.80434680449,4.867937890727178,-2.654552259166666,0.0,True
mp-17864,BaNa(B3O5)3,5.501,"['B', 'Ba', 'Na', 'O']",4,52,619.6753164463871,2.6668658874037607,-2.9340917418799752,0.0,True
mp-13755,BaNa(PO3)3,5.3055,"['Ba', 'Na', 'O', 'P']",4,56,831.0818094017393,3.174755294033463,-2.867709152700563,0.0,True
mp-6875,BaNa2Al4(SiO4)4,4.7346,"['Al', 'Ba', 'Na', 'O', 'Si']",5,54,742.1642963252348,2.95145862116755,-3.297985820102171,0.0,True
mp-861906,BaNa2Mg(PO4)2,5.0412,"['Ba', 'Mg', 'Na', 'O', 'P']",5,14,176.06285467729003,3.749538119250496,-2.957822664788881,0.0,True
mp-559586,BaNa2Nd2Si4CO15,4.8248,"['Ba', 'C', 'Na', 'Nd', 'O', 'Si']",6,100,1362.9889131888935,4.074673114521909,-3.179911402910345,0.0,True
mp-1228057,BaNa4Ti2Si10(BO15)2,3.4488182236566933,"['B', 'Ba', 'Na', 'O', 'Si', 'Ti']",6,49,592.0807556421316,3.106015958202786,-3.157506589806474,0.0,True
mp-693753,BaNa5Ca7P6(O8F)3,4.816800000000001,"['Ba', 'Ca', 'F', 'Na', 'O', 'P']",6,92,1226.7044141856177,3.139527639931139,-3.205706789342472,0.0,True
mp-1019554,BaNaB5O9,5.0076,"['B', 'Ba', 'Na', 'O']",4,64,775.616724116721,3.068945465837579,-2.936620327638291,0.0,True
mp-6660,BaNaBO3,3.6501,"['B', 'Ba', 'Na', 'O']",4,12,169.0651811893542,4.304460923824045,-2.8516704400909965,0.0,True
mp-1019555,BaNaLi3(BO2)6,5.2185,"['B', 'Ba', 'Li', 'Na', 'O']",5,46,501.1425069866728,2.9026224129091687,-2.844957427668665,0.0,True
mp-14353,BaNaNd(GeO3)3,3.4575,"['Ba', 'Ge', 'Na', 'Nd', 'O']",5,60,921.913801800735,4.801772425675834,-2.6543330844252884,0.0,True
mp-559384,BaNaNdSi2O7,4.4466,"['Ba', 'Na', 'Nd', 'O', 'Si']",5,96,1442.7305269503408,4.352742314678461,-3.3494590295941085,0.0,True
mp-1227883,BaNaPO4,4.604442001677427,"['Ba', 'Na', 'O', 'P']",4,14,205.5819218182328,4.124058303111175,-3.0044025765745954,0.0,True
mp-1182298,BaNaSc(BO3)2,3.81306982866426,"['B', 'Ba', 'Na', 'O', 'Sc']",5,22,282.11568438988473,3.801087887976268,-3.157152778155695,0.0,True
