material_id,formula,band_gap,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber,e_total,e_electronic,e_ionic
mp-8313,Cs2Li2GeO4,3.4744,3.0,55.0,52.0,20.0,18.22222222222222,8.0,1.0,87.0,86.0,48.77777777777778,40.69135802469136,87.0,6.941,132.9054519,125.9644519,46.25894486666667,44.372015377777785,15.9994,54.8,1211.4,1156.6,326.79555555555555,252.9762962962963,54.8,1.0,16.0,15.0,9.11111111111111,7.209876543209877,16.0,2.0,6.0,4.0,3.111111111111111,1.4814814814814816,2.0,66.0,244.0,178.0,125.33333333333331,53.92592592592592,66.0,0.79,3.44,2.65,2.145555555555555,1.1506172839506172,3.44,1.0,2.0,1.0,1.5555555555555556,0.4938271604938272,2.0,0.0,4.0,4.0,2.0,1.7777777777777777,4.0,0.0,10.0,10.0,1.1111111111111112,1.9753086419753088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,13.0,4.666666666666667,3.259259259259259,6.0,0.0,1.0,1.0,0.4444444444444444,0.4938271604938272,0.0,0.0,4.0,4.0,1.3333333333333333,1.1851851851851851,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,1.7777777777777777,0.691358024691358,2.0,9.105,115.765,106.66,36.015740740733335,35.44411522634074,9.105,0.0,0.383,0.383,0.0425555555555555,0.0756543209876543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,132.11111111111111,106.76543209876544,12.0,10.20953669,3.085252106666667,7.124284583333334
mp-504849,Cs2Li2SiO4,3.8531,3.0,55.0,52.0,18.0,16.444444444444443,8.0,1.0,87.0,86.0,48.66666666666666,40.5925925925926,87.0,6.941,132.9054519,125.9644519,41.30844486666667,40.70978090370371,15.9994,54.8,1687.0,1632.2,379.64,323.43555555555554,54.8,1.0,16.0,15.0,9.11111111111111,7.209876543209877,16.0,2.0,6.0,4.0,3.0,1.3333333333333333,2.0,66.0,244.0,178.0,124.33333333333331,54.81481481481481,66.0,0.79,3.44,2.65,2.1333333333333333,1.1614814814814816,3.44,1.0,2.0,1.0,1.5555555555555556,0.4938271604938272,2.0,0.0,4.0,4.0,2.0,1.7777777777777777,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,5.0,3.555555555555556,2.271604938271605,6.0,0.0,1.0,1.0,0.4444444444444444,0.4938271604938272,0.0,0.0,4.0,4.0,1.3333333333333333,1.1851851851851851,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,1.7777777777777777,0.691358024691358,2.0,9.105,115.765,106.66,35.73074074073334,35.570781893007414,9.105,0.0,0.773,0.773,0.0858888888888888,0.1526913580246913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,132.33333333333334,106.96296296296296,12.0,9.786501219999998,2.9797258533333326,6.806775366666666
mp-8294,Cs2Li2TiO4,3.9554,3.0,55.0,52.0,18.88888888888889,16.740740740740744,8.0,1.0,87.0,86.0,44.77777777777778,37.53086419753086,87.0,6.941,132.9054519,125.9644519,43.50638931111112,40.701941303703705,15.9994,54.8,1941.0,1886.2,407.8622222222222,361.0651851851852,54.8,1.0,16.0,15.0,8.0,7.111111111111111,16.0,2.0,6.0,4.0,3.111111111111111,1.4814814814814816,2.0,66.0,244.0,178.0,129.77777777777777,57.481481481481474,66.0,0.79,3.44,2.65,2.0933333333333333,1.1970370370370371,3.44,1.0,2.0,1.0,1.5555555555555556,0.4938271604938272,2.0,0.0,4.0,4.0,1.7777777777777777,1.9753086419753088,4.0,0.0,2.0,2.0,0.2222222222222222,0.3950617283950617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,5.0,3.555555555555556,2.271604938271605,6.0,0.0,1.0,1.0,0.4444444444444444,0.4938271604938272,0.0,0.0,2.0,2.0,0.8888888888888888,0.9876543209876544,2.0,0.0,8.0,8.0,0.8888888888888888,1.5802469135802468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,7.0,2.2222222222222223,1.2839506172839508,2.0,9.105,115.765,106.66,35.31407407406667,35.75596707819259,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25333333333e-05,2.25333333333e-05,2.5037037037e-06,4.451028806577778e-06,0.0,12.0,229.0,217.0,128.66666666666666,103.70370370370372,12.0,10.999622440000005,3.2374544100000002,7.762168030000002
mp-14364,Cs2LiAsO4,3.7302,3.0,55.0,52.0,22.25,19.0625,8.0,1.0,87.0,86.0,55.375,38.78125,87.0,6.941,132.9054519,125.9644519,51.458887975,46.58895996875,15.9994,54.8,1090.0,1035.2,295.75875,240.95875,54.8,1.0,16.0,15.0,10.25,6.9375,16.0,2.0,6.0,4.0,3.25,1.5625,2.0,66.0,244.0,178.0,124.875,60.34375,66.0,0.79,3.44,2.65,2.3125,1.1275,3.44,1.0,2.0,1.0,1.625,0.46875,2.0,0.0,4.0,4.0,2.375,1.78125,4.0,0.0,10.0,10.0,1.25,2.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,14.0,5.25,3.1875,6.0,0.0,1.0,1.0,0.375,0.46875,0.0,0.0,3.0,3.0,1.375,1.03125,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,1.75,0.5625,2.0,9.105,115.765,106.66,38.3397916666625,38.712604166668754,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,112.625,100.625,12.0,9.003768476666666,2.8261655366666667,6.17760294
mp-541190,Cs2LiVO4,3.9955,3.0,55.0,52.0,21.0,17.5,8.0,1.0,87.0,86.0,50.625,36.375,87.0,6.941,132.9054519,125.9644519,48.461375475,42.84206934375,15.9994,54.8,2183.0,2128.2,432.38375,442.980625,54.8,1.0,16.0,15.0,9.0,7.0,16.0,2.0,6.0,4.0,3.25,1.5625,2.0,66.0,244.0,178.0,129.125,63.40625,66.0,0.79,3.44,2.65,2.24375,1.19625,3.44,1.0,2.0,1.0,1.625,0.46875,2.0,0.0,4.0,4.0,2.0,2.0,4.0,0.0,3.0,3.0,0.375,0.65625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,5.0,4.0,2.25,6.0,0.0,1.0,1.0,0.375,0.46875,0.0,0.0,2.0,2.0,1.0,1.0,2.0,0.0,7.0,7.0,0.875,1.53125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,6.0,2.25,1.1875,2.0,9.105,115.765,106.66,37.1941666666625,39.28541666666876,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,120.5,108.5,12.0,8.924820700000001,3.0050301633333336,5.919790536666667
mp-866620,Cs2MgP4(HO2)8,5.3771,1.0,55.0,54.0,10.258064516129032,7.109261186264308,8.0,5.0,92.0,87.0,81.87096774193549,10.81373569198751,87.0,1.00794,132.9054519,131.8975119,21.87306038064516,16.83222768616025,15.9994,14.01,923.0,908.99,122.07290322580646,125.2173985431842,54.8,1.0,16.0,15.0,10.580645161290322,6.734651404786681,16.0,1.0,6.0,5.0,2.161290322580645,0.7658688865764828,2.0,31.0,244.0,213.0,76.16129032258064,33.798126951092605,66.0,0.79,3.44,2.65,2.719032258064516,0.7442247658688865,3.44,1.0,2.0,1.0,1.6774193548387095,0.437044745057232,2.0,0.0,4.0,4.0,2.4516129032258065,1.7398543184183144,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,5.0,4.129032258064516,2.1560874089490114,6.0,0.0,1.0,1.0,0.3225806451612903,0.437044745057232,0.0,0.0,3.0,3.0,1.4193548387096775,1.0072840790842872,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.7419354838709675,0.59105098855359,2.0,6.615,115.765,109.15,17.525837173574196,14.323876913921332,9.105,0.0,7.853,7.853,2.236258064516129,2.8989635796045787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,229.0,227.0,77.54838709677419,87.15920915712799,12.0,5.767386306666666,2.38808235,3.3793039566666665
mp-8314,Cs2NaAsO4,3.5371,8.0,55.0,47.0,23.25,18.3125,8.0,2.0,87.0,85.0,55.5,38.625,87.0,15.9994,132.9054519,116.9060519,53.464984135,45.08438784875,15.9994,54.8,1090.0,1035.2,285.40625,230.60625,54.8,1.0,16.0,15.0,10.25,6.9375,16.0,2.0,6.0,4.0,3.375,1.46875,2.0,66.0,244.0,178.0,129.625,66.28125,66.0,0.79,3.44,2.65,2.30625,1.13375,3.44,1.0,2.0,1.0,1.625,0.46875,2.0,0.0,4.0,4.0,2.375,1.78125,4.0,0.0,10.0,10.0,1.25,2.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,14.0,5.25,3.1875,6.0,0.0,1.0,1.0,0.375,0.46875,0.0,0.0,3.0,3.0,1.375,1.03125,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,1.75,0.5625,2.0,9.105,115.765,106.66,39.9210416666625,37.92197916666875,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,112.625,100.625,12.0,9.41302514,2.8395335766666663,6.5734915633333335
mp-19447,Cs2NaVO4,3.9543,8.0,55.0,47.0,22.0,16.75,8.0,2.0,87.0,85.0,50.75,36.25,87.0,15.9994,132.9054519,116.9060519,50.467471635,41.33749722375,15.9994,54.8,2183.0,2128.2,422.03125,440.2421875,54.8,1.0,16.0,15.0,9.0,7.0,16.0,2.0,6.0,4.0,3.375,1.46875,2.0,66.0,244.0,178.0,133.875,67.875,66.0,0.79,3.44,2.65,2.2375,1.2025,3.44,1.0,2.0,1.0,1.625,0.46875,2.0,0.0,4.0,4.0,2.0,2.0,4.0,0.0,3.0,3.0,0.375,0.65625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,5.0,4.0,2.25,6.0,0.0,1.0,1.0,0.375,0.46875,0.0,0.0,2.0,2.0,1.0,1.0,2.0,0.0,7.0,7.0,0.875,1.53125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,6.0,2.25,1.1875,2.0,9.105,115.765,106.66,38.7754166666625,38.494791666668746,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,120.5,108.5,12.0,9.731787406666667,2.9978443699999997,6.733943036666666
mp-614803,Cs2TeO3,3.5352,8.0,55.0,47.0,31.0,23.0,8.0,5.0,90.0,85.0,60.16666666666666,36.77777777777778,87.0,15.9994,132.9054519,116.9060519,73.56818396666667,57.56878396666667,15.9994,54.8,722.66,667.86,248.3733333333333,193.57333333333332,54.8,1.0,16.0,15.0,11.0,6.666666666666667,16.0,2.0,6.0,4.0,3.8333333333333335,1.8333333333333333,2.0,66.0,244.0,178.0,137.33333333333334,71.33333333333333,66.0,0.79,3.44,2.65,2.333333333333333,1.106666666666667,3.44,1.0,2.0,1.0,1.6666666666666667,0.4444444444444444,2.0,0.0,4.0,4.0,2.6666666666666665,1.7777777777777777,4.0,0.0,10.0,10.0,1.6666666666666667,2.777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,15.0,6.0,3.333333333333333,6.0,0.0,1.0,1.0,0.3333333333333333,0.4444444444444445,0.0,0.0,2.0,2.0,1.3333333333333333,0.8888888888888888,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.6666666666666667,0.4444444444444444,2.0,9.105,115.765,106.66,48.93472222221666,44.55351851852222,9.105,0.0,0.464,0.464,0.0773333333333333,0.1288888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,107.66666666666669,95.66666666666669,12.0,20.47351023946548,2.865602033333333,17.607908206132148
mp-561647,Cs2TeOF4,5.0319,8.0,55.0,47.0,25.75,21.1875,9.0,5.0,93.0,88.0,69.875,32.4375,93.0,15.9994,132.9054519,116.9060519,60.675489575,52.84610876875,18.9984032,53.5,722.66,669.16,199.33,181.9625,53.5,1.0,17.0,16.0,12.75,5.875,17.0,2.0,6.0,4.0,3.375,1.71875,2.0,57.0,244.0,187.0,115.0,70.25,57.0,0.79,3.98,3.19,2.88,1.24,3.98,1.0,2.0,1.0,1.75,0.375,2.0,0.0,5.0,5.0,3.5,1.75,5.0,0.0,10.0,10.0,1.25,2.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,15.0,6.5,2.875,7.0,0.0,1.0,1.0,0.25,0.375,0.0,0.0,2.0,2.0,1.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.25,0.375,1.0,9.105,115.765,106.66,39.2785416666625,38.24322916666875,9.7075,0.0,1.97,1.97,1.043,0.927,1.97,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,85.25,88.5625,15.0,9.981660393333334,2.4147510933333343,7.5669093
mp-14864,Cs2Ti(PO4)2,3.4477,8.0,55.0,47.0,17.384615384615383,12.284023668639051,8.0,5.0,87.0,82.0,70.38461538461539,24.33136094674556,87.0,15.9994,132.9054519,116.9060519,38.74004829230769,30.378116757396448,15.9994,54.8,1941.0,1886.2,278.2446153846154,275.00875739644965,54.8,1.0,16.0,15.0,12.615384615384617,4.899408284023669,16.0,2.0,6.0,4.0,2.923076923076923,1.136094674556213,2.0,66.0,244.0,178.0,106.92307692307692,50.366863905325445,66.0,0.79,3.44,2.65,2.6938461538461533,0.9183431952662722,3.44,1.0,2.0,1.0,1.8461538461538465,0.2603550295857987,2.0,0.0,4.0,4.0,2.923076923076923,1.3491124260355032,4.0,0.0,2.0,2.0,0.1538461538461538,0.2840236686390532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,5.0,4.923076923076923,1.3491124260355027,6.0,0.0,1.0,1.0,0.1538461538461538,0.2603550295857988,0.0,0.0,3.0,3.0,1.6923076923076923,0.7810650887573964,2.0,0.0,8.0,8.0,0.6153846153846154,1.136094674556213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,7.0,2.4615384615384617,1.017751479289941,2.0,9.105,115.765,106.66,28.169267399261532,26.952533107919525,9.105,0.0,1.625,1.625,0.25,0.4230769230769231,0.0,0.0,2.25333333333e-05,2.25333333333e-05,1.7333333333307692e-06,3.199999999995266e-06,0.0,2.0,229.0,227.0,57.84615384615385,73.6094674556213,12.0,7.961873199999999,2.669636816666667,5.292236383333333
mp-1178403,Cs2TiO3,3.3377071690926767,8.0,55.0,47.0,26.0,19.33333333333333,8.0,5.0,87.0,82.0,52.333333333333336,34.666666666666664,87.0,15.9994,132.9054519,116.9060519,60.27935063333334,48.41740084444445,15.9994,54.8,1941.0,1886.2,451.43,496.5233333333333,54.8,1.0,16.0,15.0,9.0,7.0,16.0,2.0,6.0,4.0,3.6666666666666665,1.6666666666666667,2.0,66.0,244.0,178.0,141.0,75.0,66.0,0.79,3.44,2.65,2.24,1.2,3.44,1.0,2.0,1.0,1.6666666666666667,0.4444444444444444,2.0,0.0,4.0,4.0,2.0,2.0,4.0,0.0,2.0,2.0,0.3333333333333333,0.5555555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,5.0,4.0,2.0,6.0,0.0,1.0,1.0,0.3333333333333333,0.4444444444444445,0.0,0.0,2.0,2.0,1.0,1.0,2.0,0.0,8.0,8.0,1.3333333333333333,2.2222222222222223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,7.0,2.6666666666666665,1.777777777777778,2.0,9.105,115.765,106.66,45.92250000000001,46.56166666666668,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25333333333e-05,2.25333333333e-05,3.75555555555e-06,6.25925925925e-06,0.0,12.0,229.0,217.0,114.66666666666669,102.66666666666669,12.0,14.480328986666668,3.7057215533333334,10.774607433333335
mp-1226138,Cs2W(OF2)2,3.1768,8.0,74.0,66.0,26.22222222222222,23.407407407407405,9.0,5.0,93.0,88.0,67.44444444444444,31.407407407407405,93.0,15.9994,183.84,167.8406,61.96036851111111,58.61551072592593,18.9984032,53.5,3695.0,3641.5,513.5311111111112,706.9930864197531,53.5,1.0,17.0,16.0,12.0,6.222222222222222,17.0,2.0,6.0,4.0,3.333333333333333,1.7777777777777777,2.0,57.0,244.0,187.0,112.22222222222224,69.62962962962963,57.0,0.79,3.98,3.19,2.9711111111111115,1.105185185185185,3.98,1.0,2.0,1.0,1.7777777777777777,0.345679012345679,2.0,0.0,5.0,5.0,3.111111111111111,2.074074074074074,5.0,0.0,4.0,4.0,0.4444444444444444,0.7901234567901235,0.0,0.0,14.0,14.0,1.5555555555555556,2.765432098765432,0.0,1.0,20.0,19.0,6.888888888888889,3.0123456790123457,7.0,0.0,1.0,1.0,0.2222222222222222,0.345679012345679,0.0,0.0,2.0,2.0,0.8888888888888888,0.5925925925925927,1.0,0.0,6.0,6.0,0.6666666666666666,1.1851851851851851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,5.0,1.7777777777777777,1.037037037037037,1.0,9.105,115.765,106.66,33.846666666666664,36.40814814814814,9.7075,0.0,1.97,1.97,0.8755555555555555,0.9728395061728397,1.97,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,85.66666666666667,95.55555555555556,15.0,9.454725456666667,2.5588240000000004,6.8959014566666665
mp-8759,Cs2ZrO3,3.8566,8.0,55.0,47.0,29.0,21.0,8.0,5.0,87.0,82.0,52.5,34.5,87.0,15.9994,132.9054519,116.9060519,67.5055173,51.5061173,15.9994,54.8,2128.0,2073.2,482.5966666666666,548.4677777777778,54.8,1.0,16.0,15.0,9.0,7.0,16.0,2.0,6.0,4.0,3.8333333333333335,1.8333333333333333,2.0,66.0,244.0,178.0,143.5,77.5,66.0,0.79,3.44,2.65,2.205,1.235,3.44,1.0,2.0,1.0,1.6666666666666667,0.4444444444444444,2.0,0.0,4.0,4.0,2.0,2.0,4.0,0.0,2.0,2.0,0.3333333333333333,0.5555555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,5.0,4.0,2.0,6.0,0.0,1.0,1.0,0.3333333333333333,0.4444444444444445,0.0,0.0,2.0,2.0,1.0,1.0,2.0,0.0,8.0,8.0,1.3333333333333333,2.2222222222222223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,7.0,2.6666666666666665,1.777777777777778,2.0,9.105,115.765,106.66,47.00666666666667,45.83888888888888,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,114.66666666666669,102.66666666666669,12.0,22.348327879999776,3.4980908366666394,18.850237043333138
mp-30300,Cs3As5O9,3.1425,8.0,55.0,47.0,23.647058823529413,16.567474048442904,8.0,5.0,87.0,82.0,71.6470588235294,23.522491349480976,87.0,15.9994,132.9054519,116.9060519,53.95993857058824,40.19351142768166,15.9994,54.8,1090.0,1035.2,402.8217647058824,404.222491349481,54.8,1.0,16.0,15.0,13.058823529411764,4.256055363321799,16.0,2.0,6.0,4.0,3.294117647058824,1.370242214532872,2.0,66.0,244.0,178.0,113.0,49.76470588235294,66.0,0.79,3.44,2.65,2.601764705882353,0.8875432525951555,3.44,1.0,2.0,1.0,1.8235294117647056,0.2906574394463668,2.0,0.0,4.0,4.0,3.0,1.0588235294117647,4.0,0.0,10.0,10.0,2.9411764705882355,4.152249134948097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,14.0,7.764705882352941,4.256055363321799,6.0,0.0,1.0,1.0,0.1764705882352941,0.2906574394463668,0.0,0.0,3.0,3.0,1.9411764705882355,0.6851211072664359,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,2.117647058823529,0.5190311418685122,2.0,9.105,115.765,106.66,31.771470588235296,29.64477508650519,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,95.58823529411764,88.50519031141869,12.0,7.67243281,2.9809032199999996,4.691529589999999
mp-29505,Cs3BiO3,3.0476,8.0,83.0,75.0,38.85714285714285,26.448979591836736,8.0,5.0,87.0,82.0,51.71428571428572,40.04081632653061,5.0,15.9994,208.9804,192.981,93.67070795714288,66.57540682040816,15.9994,54.8,544.4,489.6,230.51,150.60857142857142,54.8,1.0,16.0,15.0,9.428571428571429,7.224489795918367,1.0,2.0,6.0,4.0,4.285714285714286,1.959183673469388,2.0,66.0,244.0,178.0,154.0,77.14285714285714,66.0,0.79,3.44,2.65,2.1014285714285714,1.14734693877551,0.79,1.0,2.0,1.0,1.5714285714285714,0.489795918367347,1.0,0.0,4.0,4.0,2.142857142857143,1.836734693877551,0.0,0.0,10.0,10.0,1.4285714285714286,2.4489795918367347,0.0,0.0,14.0,14.0,2.0,3.4285714285714284,0.0,1.0,29.0,28.0,7.142857142857143,6.244897959183675,1.0,0.0,1.0,1.0,0.4285714285714285,0.4897959183673469,0.0,0.0,3.0,3.0,1.2857142857142858,1.1020408163265307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,1.7142857142857142,0.6122448979591837,1.0,9.105,115.765,106.66,58.22285714285714,49.32183673469388,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,105.0,106.28571428571428,12.0,10.775795899999999,3.38154999,7.3942459099999995
mp-562523,Cs3Mo2(O2F)3,3.9977,8.0,55.0,47.0,23.142857142857142,19.04081632653061,8.0,5.0,93.0,88.0,65.42857142857143,30.30612244897959,87.0,15.9994,132.9054519,116.9060519,53.11628323571428,46.43641993163265,15.9994,53.5,2896.0,2842.5,513.2907142857143,680.7740816326531,54.8,1.0,17.0,16.0,11.571428571428571,6.122448979591837,16.0,2.0,6.0,4.0,3.2857142857142856,1.653061224489796,2.0,57.0,244.0,187.0,114.78571428571428,66.58163265306123,66.0,0.79,3.98,3.19,2.805,1.0478571428571428,3.44,1.0,2.0,1.0,1.6428571428571428,0.4591836734693877,2.0,0.0,5.0,5.0,2.7857142857142856,1.989795918367347,4.0,0.0,5.0,5.0,0.7142857142857143,1.2244897959183674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,6.0,5.142857142857143,1.7755102040816324,6.0,0.0,1.0,1.0,0.3571428571428571,0.4591836734693877,0.0,0.0,2.0,2.0,1.0714285714285714,0.7959183673469388,2.0,0.0,5.0,5.0,0.7142857142857143,1.2244897959183674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,5.0,2.142857142857143,1.1020408163265307,2.0,9.105,115.765,106.66,33.03053571428571,35.45762755102041,9.105,0.0,1.97,1.97,0.4221428571428571,0.6633673469387755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,90.14285714285714,99.18367346938774,12.0,7.866366596666668,2.6910713900000007,5.175295206666667
